popularity,release_date,rus,vote_average
18.846,2021-07-06,Аннет,6.8
20.404,2013-12-03,Американская афера,6.8
9.771,2012-08-22,Сломанный,6.8
16.715,2003-12-12,Адские дела III,6.9
16.347,1986-12-05,Хребет Разбитых Сердец,6.8
8.774,2015-05-28,Клуб,6.8
75.03,2017-06-15,Тачки 3,6.8
10.953,1988-07-01,Птица,6.8
22.239,2010-02-04,Дорогой Джон,6.8
11.563,1991-05-17,А что насчёт Боба?,6.8
26.512,1996-11-15,Космический джем,6.8
25.29,1982-05-28,Рокки III,6.8
101.963,2021-12-22,Королевский человек,6.8
49.529,2014-05-21,Смешанный,6.8
23.887,1990-01-19,Дрожь,6.8
17.501,1968-07-31,Повесьте их повыше,6.8
8.58,2017-09-29,Священный Лагерь!,6.8
10.314,2014-02-21,В порядке исчезновения,6.8
9.534,2014-04-16,Том на ферме,6.8
30.714,2012-09-25,Обитель зла: Проклятие,6.8
30.511,1986-12-20,Dragon Ball: Проклятие Кровавых Рубинов,6.8
8.317,2008-10-01,Берлин зовёт,6.8
36.604,2014-06-05,22 Джамп-стрит,6.8
9.948,2004-01-30,Последние дни,6.8
11.701,1933-05-27,Три поросёнка,6.8
14.998,2003-09-20,Под солнцем Тосканы,6.8
7.1,1999-12-03,Сладкое и простое,6.8
9.521,2001-07-11,Туфля Маниту,6.8
19.124,2018-02-22,Вечер игр,6.8
22.336,2017-07-21,Девичья поездка,6.8
13.365,2005-05-12,Начальная D,6.8
17.777,1953-08-13,Война миров,6.8
14.113,2016-09-30,Отрицание,6.8
13.314,1981-12-20,Краны,6.8
8.395,2007-01-19,Дикари,6.8
25.769,2017-08-18,Сделано в Америке,6.8
19.433,1991-04-10,Крюк,6.8
351.2,2022-07-27,Сирота: Первое убийство,6.8
13.126,2017-09-15,Тельма,6.8
14.661,1994-09-17,Только ты,6.8
26.632,1991-06-14,Робин Гуд: Принц воров,6.8
18.998,1987-06-24,Космические яйца,6.8
16.741,1998-06-19,Секретные материалы,6.8
17.034,2019-05-24,Месть,6.8
20.433,2018-08-04,Вкусы молодости,6.8
68.738,2018-09-28,Веном,6.8
21.772,1991-03-29,Возможности карьерного роста,6.8
13.162,2007-06-14,XXY,6.8
11.364,2008-11-19,Два влюбленных,6.8
14.405,1984-11-09,1984,6.8
27.322,2014-07-16,"Вперед, все на кону!",6.8
22.136,2014-10-23,Приют Стоунхерст,6.8
17.877,1998-05-15,В поисках Камелота,6.8
13.478,2004-07-17,Стимбой,6.8
14.594,1987-06-30,Внутреннее пространство,6.8
10.085,1999-04-14,eXistenZ,6.8
16.974,2003-04-04,Телефонная будка,6.8
6.195,1995-12-15,Viaggi di nozze,6.8
6.464,1982-01-22,Бороталко,6.8
17.713,1994-05-20,Маверик,6.8
13.234,2003-05-10,Азуми,6.8
12.116,2014-11-21,Девушка идёт домой одна ночью,6.8
25.179,1990-10-19,Ночь живых мертвецов,6.8
125.323,2010-04-28,Железный человек 2,6.8
17.388,1995-01-13,Истории из склепа: Рыцарь-демон,6.8
11.315,2000-02-18,кромешная тьма,6.8
19.21,2018-10-04,Неудачные времена в отеле «Эль Рояль»,6.8
16.206,2000-08-01,Имбирное печенье,6.8
12.314,2006-03-31,Кирпич,6.8
17.504,1983-05-11,Кристин,6.8
19.023,2005-01-14,Леденцы,6.8
8.279,2018-12-20,Дамплин,6.8
50.374,2017-02-10,Ниже ее рта,6.8
6.416,2015-08-26,Дхипан,6.8
24.774,2016-09-28,Дипвотер Хорайзон,6.8
35.102,2006-03-14,Барби: Сказочная утопия: Русалка,6.8
10.699,1987-10-23,Князь Тьмы,6.8
7.256,2020-09-30,Парни в группе,6.8
20.124,2019-12-13,Сенсация,6.8
14.986,2017-09-14,2048: Бежать некуда,6.8
36.099,2016-06-02,«Иллюзия обмана 2»,6.8
15.192,1973-12-11,Три мушкетера,6.8
12.178,2005-11-17,Арендовать,6.8
77.075,2022-04-20,Невыносимая тяжесть огромного таланта,6.8
20.256,2013-02-14,Барби в розовых туфлях,6.8
9.489,2010-01-22,Хешер,6.8
17.049,1988-10-29,Луноход,6.8
8.407,2000-02-22,Чудо-мальчики,6.8
20.917,1987-09-11,Роковое влечение,6.8
9.279,1999-04-23,Выборы,6.8
15.533,2003-04-18,Отверстия,6.8
14.051,2006-10-18,Флаги наших отцов,6.8
66.592,2022-10-14,Проклятие Бридж-Холлоу,6.8
15.44,2017-01-28,Антипорно,6.8
16.666,1987-12-16,За борт,6.8
18.519,2020-10-08,Коллекция материалов из морга,6.8
11.281,2018-09-19,Братья Систерс,6.8
7.687,1976-12-15,Мартин,6.8
16.26,1987-02-13,Манекен,6.8
13.936,2007-01-23,Торговля,6.8
19.201,2004-12-03,Ближе,6.8
11.962,2000-11-18,Кровь: Последний вампир,6.8
24.97,2015-05-06,Шпион,6.8
9.355,2012-11-15,Нарковойна,6.8
9.887,2009-09-05,Я — любовь,6.8
12.012,2009-09-05,В воздухе,6.8
21.259,2006-11-22,Дежа Ву,6.8
30.523,2004-02-13,50 первых свиданий,6.8
19.248,2010-08-04,Step Up 3D,6.8
7.744,1975-05-18,Французская связь II,6.8
8.42,2004-11-24,36-й участок,6.8
16.471,1999-02-05,Расплата,6.8
18.531,2021-09-04,Официальный конкурс,6.8
42.938,2018-10-19,Охотник-убийца,6.8
9.766,2016-06-08,Африканский врач,6.8
13.089,1986-10-17,Цвет денег,6.8
10.645,2001-10-19,Поездки на машинах с мальчиками,6.8
9.767,2011-11-30,Леди,6.8
27.925,2004-12-16,Серия «Несчастные случаи» Лемони Сникета,6.8
23.387,2002-09-20,Секретарь,6.8
12.056,1981-12-09,"Кто находит друга, тот находит сокровище.",6.8
8.993,1957-05-20,Проклятие Франкенштейна,6.8
16.938,1992-05-28,Сестринский акт,6.8
7.017,2016-01-01,Куда я иду?,6.8
13.866,2008-09-05,Че: Часть первая,6.8
12.523,1964-11-04,Фантомас,6.8
37.815,1998-07-01,Армагеддон,6.8
7.679,2020-02-13,Лучшие годы,6.8
34.096,2017-12-09,Джуманджи: Добро пожаловать в джунгли,6.8
14.641,2010-02-12,Призрачный писатель,6.8
14.839,1999-12-22,Любое воскресенье,6.8
17.403,2018-06-13,СуперФлай,6.8
9.532,2004-10-08,Грунтовка,6.8
25.829,2006-12-20,Рокки Бальбоа,6.8
16.936,2019-03-29,Лига Справедливости против Роковой Пятерки,6.8
22.088,2018-12-14,Мул,6.8
17.086,2014-11-26,Астерикс: Обители богов,6.8
8.461,1991-12-05,Тени и туман,6.8
14.163,2019-11-04,Аэронавты,6.8
15.637,2018-09-06,Король вне закона,6.8
172.431,2022-04-06,Фантастические звери: Тайны Дамблдора,6.8
14.006,1996-04-19,Замена,6.8
9.529,1972-10-06,Механик,6.8
12.083,2008-12-31,Неповиновение,6.8
17.293,2007-05-22,Доказательство смерти,6.8
11.164,2012-06-29,Звери дикого юга,6.8
13.367,1986-10-24,Сид и Нэнси,6.8
12.547,1990-07-26,Предполагаемый невиновный,6.8
13.428,2018-11-16,Частная война,6.8
14.424,2011-09-09,Потомки,6.8
12.784,1965-03-18,Дело Ипкреса,6.8
7.243,2018-05-31,Как пережить расставание,6.8
10.108,1969-09-10,Хибернат,6.8
24.614,2004-02-04,Идальго,6.8
22.957,2022-01-28,Домашняя команда,6.8
23.135,2016-07-09,Kingsglaive: Final Fantasy XV,6.8
15.456,2015-10-23,Костяной томагавк,6.8
12.235,2014-02-04,Marvel One-Shot: Да здравствует король,6.8
8.85,2014-04-16,Услуги няни,6.8
7.347,2013-05-21,Форсаж 6,6.8
7.575,2005-09-19,9-я рота,6.8
18.714,2008-02-26,Лига справедливости: Новые рубежи,6.8
12.648,2004-12-03,Венецианский купец,6.8
13.072,1974-03-20,Путешествия,6.8
14.876,2018-05-19,"Человек, убивший Дон Кихота",6.8
18.973,2014-02-26,Без остановок,6.8
5.395,2002-03-01,Нати станчи,6.8
8.113,1934-05-07,Чёрный Кот,6.8
10.893,1959-02-17,Дом на холме с привидениями,6.8
12.266,1995-03-31,Томми Бой,6.8
13.131,2002-12-12,О Шмидте,6.8
25.183,2018-09-20,Смолфут,6.8
25.782,2007-03-13,Барби: Сказочная утопия: Магия радуги,6.8
36.441,2001-09-30,Барби в «Щелкунчике»,6.8
11.091,1975-05-21,Возвращение Розовой Пантеры,6.8
16.823,2008-02-28,Ограбление банка,6.8
6.923,2017-11-01,Карбоне,6.8
21.361,2011-02-11,Маржин-колл,6.8
10.384,1981-06-26,Большое ограбление Маппетов,6.8
7.049,2016-02-17,Один человек и его корова,6.8
99.308,2015-04-18,Dragon Ball Z: Воскрешение 'F',6.8
13.096,2012-06-08,Безопасность не гарантирована,6.8
29.808,2012-02-01,Хроника,6.8
13.215,1968-12-17,Читти Чити Бэнг Бэнг,6.8
33.201,2020-07-15,Полуостров,6.8
11.663,2020-12-11,Сухой,6.8
11.843,2018-10-19,Ты когда-нибудь сможешь меня простить?,6.8
6.031,2014-10-16,Леопарди,6.8
18.785,2011-10-12,Чудовище в Париже,6.8
11.921,2006-07-07,Сканер в темноте,6.8
14.988,2020-11-09,Элегия деревенщины,6.8
9.682,2018-04-24,Лоро 1,6.8
27.655,2015-09-10,Эверест,6.8
23.328,2010-09-16,Легко получить А,6.8
18.036,2001-07-06,Поцелуй дракона,6.8
7.48,2015-12-16,Чувство удивления,6.8
13.214,2010-06-11,Зимняя кость,6.8
11.627,2009-07-07,Адам,6.8
24.902,1988-11-22,Скрудж,6.8
14.858,2020-02-14,Прорыв поверхности,6.8
7.718,2010-09-06,Ангел зла,6.8
20.62,2012-09-07,Дредд,6.8
7.142,1999-11-17,Большой Кахуна,6.8
16.115,1997-05-02,Авария,6.8
7.907,2015-05-08,Брейвтаун,6.8
20.209,2013-03-14,Призыв,6.8
12.068,2004-08-20,Три… крайности,6.8
19.039,2005-02-11,Фильм про слоноподобных существ Винни-Пуха,6.8
11.269,2003-09-05,11:14,6.8
13.976,2006-12-25,Девушки мечты,6.8
1105.399,2022-09-23,Улыбка,6.8
9.945,2016-09-30,Американский мед,6.8
10.273,2014-12-25,Ловец воды,6.8
10.63,2014-06-05,Парни из Джерси,6.8
70.848,2015-03-12,Золушка,6.8
27.38,2008-09-11,Тинкер Белл,6.8
4.827,2020-06-15,Плохие истории,6.8
19.832,2015-02-20,DUFF,6.8
6.894,2011-04-15,У нас есть Папа Римский,6.8
25.616,2008-09-16,Еще одна история Золушки,6.8
13.441,1978-01-06,Кома,6.8
9.83,2020-01-16,Идти!,6.8
14.139,2016-11-04,Пролейте кровь за это,6.8
7.542,2002-01-01,Кролики,6.8
10.776,1982-08-13,Быстрые времена в Риджмонт Хай,6.8
39.076,2003-03-07,Слёзы Солнца,6.8
15.702,2001-01-22,Ванильное небо,6.8
24.796,1996-11-01,Ромео и Джульетта,6.8
9.234,2019-06-19,Биты,6.8
11.074,2018-11-23,Я — Йонас,6.8
17.075,2019-09-13,Уроды,6.8
9.816,2018-09-21,Пепел – чистейший белый цвет.,6.8
46.218,2016-09-27,Дом мисс Перегрин для необычных детей,6.8
33.412,2012-11-02,Полет,6.8
8.718,1982-10-28,Тенебре,6.8
16.942,2000-10-27,Маленький вампир,6.8
72.147,2014-11-19,Голодные игры: Сойка-пересмешка - Часть 1,6.8
87.468,2013-06-20,Мировая война Z,6.8
9.294,2011-11-10,История банды,6.8
16.092,1984-05-04,Шестнадцать свечей,6.8
18.099,1997-09-09,Куб,6.8
127.769,2021-11-04,Красное уведомление,6.8
10.774,2009-10-27,«Звёздный крейсер Галактика: План»,6.8
11.036,2012-06-29,"Люди, подобные нам",6.8
16.335,2012-10-12,Семь психопатов,6.8
7.972,2019-05-31,Дэдвуд: Фильм,6.8
31.963,2020-03-05,Кровавый,6.8
52.127,2015-09-21,Отель Трансильвания 2,6.8
63.654,2012-03-01,Проект X,6.8
9.681,2002-12-19,Энтвон ​​Фишер,6.8
13.967,1994-04-13,Серийная мама,6.8
78.66,2007-11-20,Зачарованный,6.8
29.15,2021-03-12,День Да,6.8
14.31,2018-10-05,Ночь настигнет нас,6.8
31.206,2013-08-07,Мы — семья Миллеров.,6.8
9.587,1994-05-26,Последнее соблазнение,6.8
11.287,2008-03-07,Мисс Петтигрю живет один день,6.8
16.666,2008-08-15,Вики Кристина Барселона,6.8
12.208,2018-12-28,Чёрное зеркало: Бандерснатч,6.8
13.715,2011-05-22,«Гриффины» представляют: «Это ловушка!»,6.8
42.915,2011-03-02,Ранго,6.8
16.275,1985-01-25,Явления,6.8
11.154,1969-09-15,Битва за Британию,6.8
10.901,1999-03-16,Ненасытный,6.8
13.288,2004-06-11,Наполеон Динамит,6.8
16.454,2005-02-04,Дата свадьбы,6.8
12.072,1971-06-23,Клют,6.8
24.385,2022-02-10,Против льда,6.8
27.284,2021-11-11,Сила собаки,6.8
17.596,1976-12-20,Исполнитель,6.8
177.473,2018-11-08,Гринч,6.8
11.682,2009-12-04,Все в порядке.,6.8
16.214,1997-09-06,Край,6.8
9.743,1969-09-18,Феллини Сатирикон,6.8
12.459,1980-11-19,Врата Небес,6.8
24.923,2003-09-19,Подземный мир,6.8
13.24,2010-06-03,Царство животных,6.8
10.001,1966-09-09,Ресторан,6.8
11.088,2018-09-30,Тень,6.8
15.38,1953-01-26,Ниагара,6.8
12.805,2005-09-23,Мадагаскарские пингвины в рождественском приключении,6.8
43.027,2021-11-05,Один выстрел,6.8
7.123,2016-10-14,Кристин,6.8
22.343,2008-09-12,Озеро Эден,6.8
15.288,2018-05-04,Талли,6.8
7.595,2015-11-05,Аляска,6.8
12.593,2015-10-08,"Смотрите, кто вернулся!",6.8
12.527,2014-04-25,Синяя Руина,6.8
19.574,2008-07-19,Покемон: Гиратина и Небесный Воин,6.8
1.108,2009-07-31,Вперед! Борьба до самого конца!,6.8
17.437,1989-04-20,Кикбоксер,6.8
16.836,2019-11-08,Игра с огнём,6.8
9.961,2019-09-08,Плохое образование,6.8
13.038,2005-04-21,Очень похоже на любовь,6.8
12.207,1997-08-15,Земля полицейских,6.8
23.472,1999-03-05,Жестокие намерения,6.8
19.642,2013-07-18,Конец света,6.8
15.316,2006-12-14,Красота весом 200 фунтов,6.8
14.849,2015-03-19,Дэнни Коллинз,6.8
55.695,2013-03-30,Dragon Ball Z: Битва богов,6.8
7.652,2011-03-18,Выигрышная ситуация для всех,6.8
10.097,2004-09-02,Песня о любви для Бобби Лонга,6.8
6.761,2013-02-21,Метро,6.8
5.512,2010-12-20,Женщины на 6-м этаже,6.8
19.858,1995-01-21,Грохот в Бронксе,6.8
24.361,2009-04-17,Текущее положение дел,6.8
17.256,2020-11-13,Манк,6.8
22.308,2006-03-17,Она – мужчина,6.8
8.026,2021-10-14,Глаза Мэрилин,6.8
28.085,2020-09-25,Тайное общество вторых наследников королевской семьи,6.8
15.363,2017-09-22,Битва полов,6.8
6.59,2014-12-25,Клуб непонятых,6.8
12.327,2014-02-20,Центральный партийный центр,6.8
25.967,2016-07-07,Звездный путь: За пределами,6.8
11.076,1978-09-15,Его называли Бульдозером.,6.8
21.406,2021-07-02,До самой смерти,6.8
12.838,2019-09-27,Джуди,6.8
19.605,2017-03-10,Рапунцель: До и после,6.8
7.185,2013-04-19,Позолоченная клетка,6.8
19.721,1991-06-28,«Голый пистолет 2½: Запах страха»,6.8
30.069,2010-01-11,Книга Илая,6.8
8.895,2014-09-04,Мальчиковый хор,6.8
41.339,2015-03-18,Дом,6.8
11.485,1986-02-28,Красотка в розовом,6.8
8.154,1999-06-04,Человеческий трафик,6.8
7.48,2008-12-10,Венди и Люси,6.8
16.026,2001-12-10,Али,6.8
7.73,2016-10-12,Одиссея,6.8
8.629,1977-12-10,Козерог Один,6.8
10.074,1950-02-23,Страх сцены,6.8
9.983,2005-09-09,Незаконченная жизнь,6.8
33.892,2019-12-19,Пепельный дождь,6.8
24.898,2016-11-17,Союзники,6.8
11.352,2014-08-01,Вставай!,6.8
51.624,2015-03-04,Чаппи,6.8
15.63,2006-02-21,«Мстители: Фильм»,6.8
12.626,1951-04-05,Существо из другого мира,6.8
9.558,2017-09-08,Кодахром,6.8
2.91,2010-06-24,Легенда рождается: Ип Ман,6.8
10.836,1998-02-13,Свадебный певец,6.8
12.166,2006-04-21,Приклей это,6.8
11.554,1972-12-22,All the Way Boys,6.8
9.941,2018-08-15,Весь мир принадлежит тебе.,6.8
21.297,2015-08-24,Плохая сестра,6.8
10.106,2009-11-11,Гарри Браун,6.8
8.212,2000-01-12,Моя собака Скип,6.8
29.856,1982-04-02,Конан-варвар,6.8
15.803,2005-07-22,Отверженные дьявола,6.8
18.67,2010-10-01,Впусти меня,6.8
8.67,2009-11-13,Посланник,6.8
39.135,2009-09-03,Тинкер Белл и потерянное сокровище,6.8
14.12,1981-06-12,История мира: Часть I,6.8
25.098,2021-07-30,"Чем больше, тем лучше.",6.8
12.436,2018-06-29,Не оставляй следов,6.8
8.129,1988-04-15,Повреждение головного мозга,6.8
32.102,1995-04-07,Плохие парни,6.8
13.944,1989-08-16,Дядя Бак,6.8
22.351,2018-08-31,Землетрясение,6.8
47.796,2013-12-25,Нимфоманка: Том II,6.8
18.892,1989-08-04,Запертый,6.8
184.739,2022-03-17,X,6.8
15.422,2018-02-20,Уровень 16,6.8
15.647,2015-06-26,Пляж для подростков 2,6.8
13.545,2013-09-12,Ромео и Джульетта,6.8
19.284,2010-07-10,Легенда о Стражах: Совы Га'Хула,6.8
21.507,2009-12-18,Телохранители и убийцы,6.8
7.941,1971-06-01,Паника в Нид-Парке,6.8
14.256,2001-12-21,Величественный,6.8
80.352,2011-04-21,Тор,6.8
14.475,1974-08-21,Самый длинный ярд,6.8
12.061,1997-04-04,В погоне за Эми,6.8
9.45,2013-12-25,"Столетний старик, вылезший из окна и исчезнувший",6.8
10.792,2018-04-19,Плохой самаритянин,6.8
14.635,2016-12-03,Рождество Золушки,6.8
8.139,2015-09-21,Возмездие,6.8
13.237,2015-10-09,Стив Джобс,6.8
18.977,2008-02-13,Обитель зла: Дегенерация,6.8
17.279,1999-11-04,Собиратель костей,6.8
25.274,2021-10-01,LEGO Звездные войны: Ужасающие истории,6.8
17.828,2014-10-10,71,6.8
5.378,1983-10-27,Acqua e sapone,6.8
10.361,2009-09-30,Серьезный человек,6.8
12.38,2017-10-26,Девушка в тумане,6.8
14.18,2018-03-30,Враждебность,6.8
17.712,1992-07-04,Полицейская история 3: Суперкоп,6.8
11.795,2006-06-21,Paris Je T'aime,6.8
21.87,2017-10-27,Мазингер Z: Бесконечность,6.8
13.323,2014-05-09,Рука на миллион долларов,6.8
12.13,1989-07-21,УВЧ,6.8
12.121,1985-12-04,Молодой Шерлок Холмс,6.8
21.212,1977-06-22,Спасатели,6.8
26.175,2019-10-24,21 мост,6.8
12.209,2013-10-16,Молодой и одаренный Т.С. Спивет,6.8
7.93,1985-11-16,Моя прекрасная прачечная,6.8
14.796,1998-05-01,Он получил игру,6.8
11.455,1976-04-09,Семейный участок,6.8
15.377,1995-10-20,Торговцы супермаркетами,6.8
12.529,2017-09-07,"Мектуб, моя любовь: Песнь первая",6.8
20.236,1974-06-14,Параллаксный вид,6.8
11.309,1986-08-21,Ночь ползунов,6.8
8.707,1986-09-24,Генри: Портрет серийного убийцы,6.8
20.715,2021-08-19,Воспоминания,6.8
8.71,2017-01-25,Подъем,6.8
6.99,2015-08-13,Клан,6.8
27.149,2014-09-12,Капля,6.8
20.339,2011-12-02,Смурфики: Рождественская история,6.8
15.462,1977-07-07,"Шпион, который меня любил",6.8
47.969,2018-01-18,Логово воров,6.8
10.394,1987-12-19,Опера,6.8
20.408,1991-03-19,Последний бойскаут,6.8
24.271,2006-12-14,Проклятие Золотого Цветка,6.8
18.533,1998-04-10,Город Ангелов,6.8
9.626,2011-03-10,Убить ирландца,6.8
10.93,2001-09-07,Сердца в Атлантиде,6.8
7.81,2007-03-28,Мой брат — единственный ребёнок в семье.,6.8
9.116,2014-03-06,Пристегните ремни безопасности,6.8
11.814,1994-07-29,Черная Красавица,6.8
22.14,1992-07-30,Смерть ей к лицу,6.8
9.446,2007-05-25,Официантка,6.8
23.581,2022-05-04,В пути,6.8
5.606,2007-03-16,7 и 8,6.8
9.478,1997-12-31,Боксер,6.8
12.19,1995-09-13,Могучая Афродита,6.8
13.722,1993-09-24,Добрый сын,6.8
9.742,2007-08-31,В долине Эла,6.8
8.253,1999-12-16,Анна и король,6.8
16.232,2001-06-07,Бал монстров,6.8
15.397,2019-07-31,Божественная ярость,6.8
10.091,2004-04-17,Яблочное семечко,6.8
10.447,1978-05-16,В дыму,6.8
8.16,2016-06-02,Таллула,6.8
15.327,2015-04-08,Снос,6.8
4.535,2013-10-31,Солнце в ведрах,6.8
16.481,2007-10-12,Дёргается тоже,6.8
19.233,2009-06-06,Приливная волна,6.8
5.493,2001-02-08,Ганнибал,6.8
12.022,1970-12-16,Любовная история,6.8
11.033,1966-08-24,Фантастическое путешествие,6.8
14.677,1994-03-09,Четыре свадьбы и одни похороны,6.8
11.896,2018-06-29,Патрик,6.8
9.062,1998-06-25,Крупье,6.8
18.646,2003-05-30,Итальянская работа,6.8
21.139,2001-04-13,Дневник Бриджит Джонс,6.8
16.775,2021-12-10,Красная ракета,6.8
27.266,2021-05-05,"Те, кто желает мне смерти",6.8
31.007,2019-10-25,Черный и синий,6.7
12.112,2010-09-13,Информатор,6.8
10.993,1981-01-14,Сканеры,6.8
20.113,1994-06-24,Уайатт Эрп,6.8
22.938,2008-07-11,Хеллбой II: Золотая армия,6.8
12.512,1996-10-11,Призрак и тьма,6.8
15.164,2003-06-18,Высокое напряжение,6.8
14.356,2007-07-12,Майкл Клейтон,6.8
11.018,2018-08-10,Собачьи дни,6.7
14.123,2015-09-25,99 домов,6.7
33.665,2011-06-08,Супер 8,6.7
28.901,2008-03-04,Никогда не сдавайся,6.7
17.987,2000-12-12,Семьянин,6.7
12.533,1990-12-14,Русалки,6.7
18.416,2015-11-20,В сердце моря,6.7
16.559,2012-09-06,Анна Каренина,6.7
35.069,2011-11-10,Рождество Артура,6.7
5.935,1984-12-20,Il ragazzo di campagna,6.7
6.262,1987-12-16,Новости теле- и радиовещания,6.7
18.026,2002-01-19,Темная вода,6.7
10.1,1967-03-16,Фантомас против Скотланд-Ярда,6.7
35.758,2015-07-18,Покемон: Фильм «Хупа и столкновение веков»,6.7
9.426,2014-09-26,Чем мы занимались во время отпуска,6.7
13.077,2005-10-14,Подергивания,6.7
6.634,1991-07-05,Бездельник,6.7
16.664,1990-08-03,Утиные истории: Фильм - Сокровище потерянной лампы,6.7
20.0,2005-11-09,"Разбогатей или умри, пытаясь это сделать.",6.7
22.75,2007-06-27,Трансформеры,6.7
14.455,2018-08-24,Маленькая Италия,6.7
8.417,2017-11-03,Последний поднятый флаг,6.7
12.809,2017-08-25,Площадь,6.7
13.054,1985-04-12,Кошачий глаз,6.7
47.662,2021-06-28,Улица Страха: 1994,6.7
11.371,2018-01-03,Выгорание,6.7
17.565,2018-05-24,Молитва перед рассветом,6.7
9.189,2002-01-14,Нарк,6.7
17.89,2002-03-29,Комната паники,6.7
16.04,1973-08-15,Вестворлд,6.7
13.878,1962-08-11,Кинг-Конг против Годзиллы,6.7
24.182,1988-07-09,Dragon Ball: Mystical Adventure,6.7
7.773,2011-04-24,Путешествие,6.7
11.682,2009-04-09,Взбейте это,6.7
121.593,2022-11-02,Чудо,6.7
6.996,2014-11-21,Королевское Рождество,6.7
9.865,1982-12-17,Год опасной жизни,6.7
16.527,1998-01-16,Павший,6.7
22.26,1980-12-04,Супермен II,6.7
8.24,1965-12-08,Фантомас на свободе,6.7
34.604,1998-08-21,Лезвие,6.7
8.735,2005-10-14,Тигр и снег,6.7
17.468,2005-08-11,Четыре брата,6.7
15.796,2003-10-21,Бэтмен: Тайна Женщины-летучей мыши,6.7
15.335,1991-10-05,Рики-О: История Рики,6.7
8.107,1980-01-22,Большая Красная Единица,6.7
25.369,2021-07-29,Стоячая вода,6.7
7.703,1988-07-01,Маленький дьявол,6.7
81.925,2020-12-03,Охотник на монстров,6.7
19.132,2014-10-17,Лагерь Рентген,6.7
15.372,2011-12-08,Мы купили зоопарк,6.7
7.588,2005-08-19,Два сына Франсиско,6.7
23.376,2008-08-15,Дикий ребенок,6.7
19.732,1984-10-25,Дублерша,6.7
9.114,2020-10-02,Ковен,6.7
16.947,2018-06-27,Дядя Дрю,6.7
18.094,2016-03-12,Тишина,6.7
8.222,2014-09-06,Десятилетний план,6.7
54.603,2015-11-14,Хороший динозавр,6.7
10.086,1987-08-14,Отряд монстров,6.7
14.347,1995-04-13,Роб Рой,6.7
21.71,1989-11-17,Все собаки попадают в рай,6.7
15.969,2004-11-09,Район B13,6.7
14.747,2006-11-01,Борат: Культурные познания Америки на благо славной нации Казахстана,6.7
14.308,2021-07-21,Ценность,6.7
15.014,2019-03-15,Разбойники с большой дороги,6.7
21.251,1994-08-05,Маленькие негодяи,6.7
8.933,1970-06-24,Уловка-22,6.7
21.21,1996-05-03,Колдовство,6.7
15.656,1974-05-23,Громовержец и Лайтфут,6.7
74.331,2021-06-14,Телохранитель жены киллера,6.7
14.021,1989-02-17,Пригород,6.7
11.613,1979-11-30,Я за бегемота,6.7
142.254,2022-01-28,Приключения Бака Уайлда в ледниковый период,6.7
21.329,2017-09-29,Пепельный юноша: В чертоге Горного Короля,6.7
8.314,2012-10-02,Прикованный,6.7
9.944,1985-05-31,Флетч,6.7
16.886,1984-03-30,Романтика камня,6.7
7.771,2019-05-31,Первая любовь,6.7
9.426,2018-09-20,Владыки Хаоса,6.7
5.265,2004-12-15,Tu la conosci Claudia?,6.7
10.927,1998-04-17,Поли,6.7
8.888,1996-02-21,Ракета из бутылки,6.7
13.151,1996-08-02,Эмма,6.7
17.067,2002-03-25,Новичок,6.7
11.278,2007-06-13,Внутри,6.7
14.319,1989-05-12,"Не вижу зла, не слышу зла",6.7
38.408,2000-06-21,Куриный бег,6.7
11.264,2019-09-04,Фильм «Банановые сплиты»,6.7
11.331,2015-12-10,Невидимая сестра,6.7
9.115,2014-08-14,Гектор и поиски счастья,6.7
17.97,1993-06-30,Фирма,6.7
15.397,2009-06-19,Экзамен,6.7
13.219,1997-02-07,Красавица и Чудовище,6.7
11.149,1973-03-01,Паутина Шарлотты,6.7
11.159,2002-12-31,Признания опасного разума,6.7
11.597,2007-01-22,Сын Рамбоу,6.7
6.833,2014-05-28,Яблочное семя Альфа,6.7
9.882,2013-06-21,Дом на краю времени,6.7
9.311,1985-10-11,Лучше бы я умер...,6.7
11.494,2016-03-16,От Ее имени,6.7
17.151,2005-09-23,Оливер Твист,6.7
10.327,2014-06-13,Маленькая смерть,6.7
11.365,2015-09-16,Жертва пешки,6.7
13.734,2000-02-18,Котельная,6.7
36.411,2021-01-22,Печаль,6.7
30.066,2011-11-02,Спецназ,6.7
16.756,1992-05-22,Далеко-далеко,6.7
15.38,2006-03-01,Пенелопа,6.7
11.794,1986-11-21,Американский хвост,6.7
22.294,2022-01-20,Королевский прием,6.7
8.144,2021-11-12,Мультивселенная,6.7
40.845,2021-08-18,Милая девушка,6.7
16.942,2019-05-02,Дальний выстрел,6.7
49.166,2015-09-09,Бегущий в лабиринте: Испытание огнём,6.7
10.111,1989-11-17,Вальмонт,6.7
10.711,1947-09-27,Микки и бобовый стебель,6.7
181.058,2000-11-15,Как Гринч украл Рождество,6.7
29.311,2001-07-13,Блондинка в законе,6.7
55.785,2021-03-31,Нечестивый,6.7
28.031,2019-09-13,Призрак,6.7
30.571,2011-09-23,Проповедник с пулеметом,6.7
53.159,2009-06-26,Ледниковый период: Рассвет динозавров,6.7
28.232,2019-08-08,Дора и затерянный город золота,6.7
16.277,2017-08-17,Логан Лаки,6.7
30.665,2014-02-07,Мистер Пибоди и Шерман,6.7
9.523,2019-04-13,Остров Гуава,6.7
